Contig index,The number of restriction sites,Contig length,Contig coverage,Within-contig Hi-C contacts,Bin index,Category,Phylum,Class,Order,Family,Genus,Species
contig_22557,333,27712,0.2421694572748267,6711,MAG_69,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_Angelakisella,s_
contig_22561,741,36448,0.0867811676909569,3163,MAG_1572,chromosome,p_FirmicuteA,c_Clostridia,o_TANB77,f_CAG-508,g_Scatovivens,s_
contig_22563,208,27325,0.4807319304666057,13136,MAG_139,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_UBA11524,s_
contig_22564,1141,136164,0.1150965012778708,15672,MAG_139,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_UBA11524,s_
contig_22565,550,62723,0.1552381104220142,9737,MAG_288,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_RUG806,s_
contig_22567,169,20692,0.7153005992654166,14801,MAG_1198,unclassified,p_,c_,o_,f_,g_,s_
contig_22569,205,20955,0.713815318539728,14958,MAG_760,unclassified,p_,c_,o_,f_,g_,s_
contig_22573,25292,5051113,0.0008798060942212,4444,MAG_1201,unclassified,p_,c_,o_,f_,g_,s_
contig_22577,1036,125566,0.0947469856489814,11897,MAG_961,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Lawsonibacter,s_
contig_22581,1451,231617,0.0653967541242654,15147,MAG_626,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_CAG-83,s_
contig_22582,158,18159,0.5101051820034143,9263,contig_22582,unclassified,p_,c_,o_,f_,g_,s_
contig_22583,658,42438,0.2092699938734153,8881,contig_22583,unclassified,p_,c_,o_,f_,g_,s_
contig_22585,360,43270,0.1740697943147677,7532,MAG_192,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Limivicinus,s_
contig_22589,401,38117,0.1391505102710077,5304,MAG_474,unclassified,p_,c_,o_,f_,g_,s_
contig_22591,382,37390,0.1443968975661941,5399,MAG_38,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_22595,616,59833,0.261494493005532,15646,MAG_451,unclassified,p_,c_,o_,f_,g_,s_
contig_226,6037,713998,0.007910386303603,5648,MAG_1267,unclassified,p_,c_,o_,f_,g_,s_
contig_22601,388,25143,0.5394742075329118,13564,MAG_1774,unclassified,p_,c_,o_,f_,g_,s_
contig_22604,630,69557,0.0421524792616127,2932,MAG_136,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Pelethomonas,s_
contig_22607,18,2032,3.62746062992126,7371,contig_22607,unclassified,p_,c_,o_,f_,g_,s_
contig_22624,411,59106,0.1493926166548235,8830,MAG_399,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_SIG332,s_
contig_22625,305,39175,0.4094447989789406,16040,MAG_17,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_2263,12566,1554960,0.0114806811750784,17852,MAG_758,chromosome,p_FirmicuteA,c_Clostridia,o_HGM11327,f_HGM11327,g_SIG351,s_SIG351 sp017935525
contig_22632,9828,1097866,0.0059661197268154,6550,MAG_1801,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Borkfalkiaceae,g_Scatosoma,s_
contig_22637,306,17496,1.0022290809327847,17535,MAG_785,unclassified,p_,c_,o_,f_,g_,s_
contig_22648,606,83865,0.0687175818279377,5763,MAG_818,unclassified,p_,c_,o_,f_,g_,s_
contig_22654,1505,134946,0.1080506276584708,14581,MAG_60,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_,s_
contig_22655,1030,156218,0.0600955075599482,9388,MAG_144,chromosome,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_UBA11471,g_UBA11471,s_UBA11471 sp900547555
contig_22667,1322,210139,0.0287523972227906,6042,MAG_490,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Limiplasma,s_
contig_22672,801,88806,0.0983604711393374,8735,MAG_55,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_,s_
contig_22683,1269,123744,0.0812160589604344,10050,MAG_245,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UBA737,s_UBA737 sp015066445
contig_22684,1071,94568,0.0823322899923864,7786,MAG_1482,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UBA737,s_
contig_22686,567,76298,0.1615245484809562,12324,MAG_1646,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_NSJ-51,s_NSJ-51 sp900549795
contig_22687,438,54999,0.144729904180076,7960,MAG_1647,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_NSJ-51,s_NSJ-51 sp900549795
contig_22688,272,39819,0.1697933147492403,6761,MAG_942,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_NSJ-51,s_NSJ-51 sp900549795
contig_22689,689,111159,0.1424356102519814,15833,MAG_1647,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_NSJ-51,s_NSJ-51 sp900549795
contig_22697,591,34957,0.3426781474382813,11979,MAG_344,unclassified,p_,c_,o_,f_,g_,s_
contig_22698,304,67025,0.2614397612831033,17523,MAG_172,chromosome,p_Verrucomicrobiota,c_Verrucomicrobiae,o_Verrucomicrobiales,f_Akkermansiaceae,g_Akkermansia,s_
contig_22699,702,97002,0.1417393455805035,13749,MAG_51,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_SIG598,s_SIG598 sp015065975
contig_22704,1460,402577,0.0277686007894141,11179,MAG_1243,chromosome,p_Desulfobacterota_I,c_Desulfovibrionia,o_Desulfovibrionales,f_Desulfovibrionaceae,g_Mailhella,s_Mailhella sp017408905
contig_22707,841,81885,0.0963302192098675,7888,contig_22707,unclassified,p_,c_,o_,f_,g_,s_
contig_22708,906,91481,0.1966309944141406,17988,MAG_1545,unclassified,p_,c_,o_,f_,g_,s_
contig_22716,1086,99549,0.1537835638730675,15309,MAG_53,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_,s_
contig_22725,528,40525,0.2097470697100555,8500,MAG_148,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_RGIG4076,s_
contig_2273,323,35099,0.3043676458018747,10683,contig_2273,unclassified,p_,c_,o_,f_,g_,s_
contig_22731,201,49841,0.3275616460343893,16326,MAG_153,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Pseudoflavonifractor,s_Pseudoflavonifractor capillosus
contig_2274,11004,1287040,0.0087596345101939,11274,MAG_1553,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_UBA1762,s_UBA1762 sp017472965
contig_2275,209,53957,0.1834609040532275,9899,MAG_673,unclassified,p_,c_,o_,f_,g_,s_
contig_22755,808,143574,0.0645520776742307,9268,MAG_1487,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_Ruminococcus,s_Ruminococcus sp015066935
contig_22766,963,111061,0.0760482977822998,8446,MAG_188,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_SIG640,s_SIG640 sp015064885
contig_22768,794,74462,0.0717950095350648,5346,MAG_21,unclassified,p_,c_,o_,f_,g_,s_
contig_22772,12480,1139322,0.0076106666947535,8671,MAG_1244,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_UBA1242,g_UBA5489,s_
contig_22775,2907,341122,0.0198374775007182,6767,MAG_20,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_22781,1146,238087,0.0557359284631248,13270,MAG_99,unclassified,p_,c_,o_,f_,g_,s_
contig_22785,527,27176,0.4058360317927583,11029,MAG_303,chromosome,p_FirmicuteA,c_Clostridia,o_TANB77,f_CAG-508,g_Scatovivens,s_
contig_22801,197,32916,0.119880908980435,3946,MAG_852,unclassified,p_,c_,o_,f_,g_,s_
contig_22809,1038,238831,0.0534436484375981,12764,MAG_492,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_RUG626,s_
contig_22811_v,36,8277,1.9345173371994684,16012,contig_22811_v,virus,p_,c_,o_Caudoviralev_v,f_Myoviridae_v,g_,s_
contig_22812,275,28777,0.2288285783785662,6585,MAG_1329,unclassified,p_,c_,o_,f_,g_,s_
contig_22816,12,9216,1.8678385416666667,17214,MAG_471,unclassified,p_,c_,o_,f_,g_,s_
contig_2283,9890,982901,0.005456297226272,5363,MAG_336,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_22831,7355,725105,0.0211059087994152,15304,MAG_1750,unclassified,p_,c_,o_,f_,g_,s_
contig_2284,115,19211,0.6059028681484566,11640,MAG_335,unclassified,p_,c_,o_,f_,g_,s_
contig_22847,176,27597,0.311265717288111,8590,MAG_1423,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_SZUA-448,s_
contig_2285,24502,3551404,0.0034501847719944,12253,MAG_335,unclassified,p_,c_,o_,f_,g_,s_
contig_22862,600,72613,0.2284852574607852,16591,MAG_200,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Aphodomonas,s_
contig_22863,742,103432,0.164223837883827,16986,MAG_200,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Aphodomonas,s_
contig_22864,415,72226,0.1554564838146927,11228,MAG_286,unclassified,p_,c_,o_,f_,g_,s_
contig_22865,710,66416,0.0717146470729944,4763,MAG_322,unclassified,p_,c_,o_,f_,g_,s_
contig_2287,222,67836,0.0885665428386107,6008,MAG_481,chromosome,p_Verrucomicrobiota,c_Verrucomicrobiae,o_Verrucomicrobiales,f_Akkermansiaceae,g_Akkermansia,s_
contig_2288,8551,2634364,0.0034892672386959,9192,MAG_1219,chromosome,p_Verrucomicrobiota,c_Verrucomicrobiae,o_Verrucomicrobiales,f_Akkermansiaceae,g_Akkermansia,s_Akkermansia sp015061985
contig_22882,85,10899,1.6619873382879162,18114,contig_22882,unclassified,p_,c_,o_,f_,g_,s_
contig_22883,404,25348,0.3655120719583399,9265,contig_22883,unclassified,p_,c_,o_,f_,g_,s_
contig_22888,339,46604,0.1976654364432237,9212,MAG_523,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_RUG11247,s_
contig_2289,1504,156291,0.0178001292460858,2782,MAG_30,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Bariatricus,s_
contig_22892,800,92473,0.1209325965416932,11183,MAG_422,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Pseudolachnospira,s_
contig_22894,474,50348,0.0717605465956939,3613,MAG_388,unclassified,p_,c_,o_,f_,g_,s_
contig_22895_v,275,17617,0.5412385763750922,9535,contig_22895_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_22898,1801,149173,0.0792167483391766,11817,MAG_1634,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Christensenellaceae,g_SIG371,s_SIG371 sp015056045
contig_229,3014,258253,0.0301409857775127,7784,MAG_934,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Copromonas,s_
contig_22903,948,100283,0.1008047226349431,10109,MAG_211,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_RGIG8767,s_RGIG8767 sp017621115
contig_22904,493,65545,0.2064078114272637,13529,MAG_194,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_Angelakisella,s_
contig_22909,26560,2712690,0.0030010801086744,8141,MAG_952,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_22911,94,12323,1.1713868376207093,14435,MAG_212,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_22913,168,16969,0.4290765513583593,7281,MAG_952,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_22914,410,44217,0.3086369495895243,13647,MAG_952,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_22915,4351,380135,0.0092151472503189,3503,MAG_854,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_22918,299,33951,0.5021354304733292,17048,contig_22918,unclassified,p_,c_,o_,f_,g_,s_
contig_22924,1489,151270,0.0109340913598201,1654,MAG_341,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Christensenellaceae,g_,s_
contig_22927,587,59345,0.1154772937905468,6853,MAG_750,unclassified,p_,c_,o_,f_,g_,s_
contig_22929,244,38799,0.2149282197994793,8339,MAG_700,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_Ruminiclostridium_E,s_
contig_22932,840,78321,0.010367589790733,812,MAG_382,chromosome,p_FirmicuteB,c_Dehalobacteriia,o_UBA4068,f_,g_,s_
contig_22933,427,58199,0.1041770477155965,6063,MAG_819,unclassified,p_,c_,o_,f_,g_,s_
contig_22952,792,83314,0.1554240583815445,12949,MAG_1813,unclassified,p_,c_,o_,f_,g_,s_
contig_22954,795,102811,0.0653042962328933,6714,MAG_76,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_CAG-272,s_CAG-272 sp900556615
contig_22955,4304,399127,0.0233760181596334,9330,MAG_162,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_CAG-272,s_
contig_22956,72,22646,0.7135034884747858,16158,MAG_477,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UBA5905,s_
contig_22957,261,21722,0.4627566522419666,10052,MAG_141,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Schaedlerella,s_Schaedlerella sp905203555
contig_22958,675,65559,0.1570036150642932,10293,MAG_38,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_22963,206,51008,0.1516232747804266,7734,MAG_28,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_,s_
contig_22969,3744,307359,0.0088170510705721,2710,MAG_44,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Blautia_A,s_
contig_22976,309,33625,0.1155687732342007,3886,MAG_452,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_22978,4849,462757,0.0180569931951326,8356,MAG_452,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_22982,298,19267,0.4686770125084341,9030,MAG_1,unclassified,p_,c_,o_,f_,g_,s_
contig_22993,1666,231372,0.0272418443026813,6303,MAG_101,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_CAJFPI01,s_
contig_22994,549,57555,0.2082182260446529,11984,MAG_1217,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_23,545,61024,0.2825937336130047,17245,MAG_84,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_UBA738,s_UBA738 sp004557735
contig_23003,444,64350,0.0775291375291375,4989,MAG_317,unclassified,p_,c_,o_,f_,g_,s_
contig_23005,452,52343,0.1004527826070343,5258,MAG_71,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_SIG483,s_
contig_23007,460,75558,0.0798856507583578,6036,MAG_319,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_23008,328,32841,0.4252915562863494,13967,MAG_996,unclassified,p_,c_,o_,f_,g_,s_
contig_23012,754,98720,0.1757698541329011,17352,MAG_989,unclassified,p_,c_,o_,f_,g_,s_
contig_23016,189,30922,0.3364594786883125,10404,MAG_524,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_,s_
contig_23028,551,66586,0.0698044634007148,4648,MAG_173,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Avoscillospira,s_
contig_2303,20712,1434619,0.0051832577151146,7436,MAG_1224,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Butyricicoccaceae,g_JAAZBA01,s_
contig_23041,1894,233988,0.0286510419337743,6704,MAG_180,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Ventricola,s_
contig_23053,104,13248,0.4448973429951691,5894,MAG_466,unclassified,p_,c_,o_,f_,g_,s_
contig_23059,642,61349,0.1756181844854847,10774,MAG_53,chromosome,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_,s_
contig_23071,306,30191,0.4448345533437117,13430,MAG_1180,chromosome,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_UBA932,g_Cryptobacteroides,s_
contig_23073,4341,504469,0.0114893085600899,5796,MAG_109,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_RUG11130,s_
contig_23074,1094,172198,0.0377878953297947,6507,MAG_433,unclassified,p_,c_,o_,f_,g_,s_
contig_23075,1582,237847,0.0291531951212333,6934,contig_23075,unclassified,p_,c_,o_,f_,g_,s_
contig_23084,214,18973,0.7035260633531861,13348,MAG_551,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_DTU072,g_CAG-1782,s_
contig_23086,60,9054,0.3455931080185553,3129,MAG_335,unclassified,p_,c_,o_,f_,g_,s_
contig_23087,81,11191,0.1153605575909212,1291,MAG_335,unclassified,p_,c_,o_,f_,g_,s_
contig_23100,48,6211,1.2378038963129931,7688,MAG_883,unclassified,p_,c_,o_,f_,g_,s_
contig_23101,590,74054,0.1012099278904583,7495,MAG_335,unclassified,p_,c_,o_,f_,g_,s_
contig_23104,607,38442,0.213412413506061,8204,MAG_1,unclassified,p_,c_,o_,f_,g_,s_
contig_23114,103,11925,0.9272955974842768,11058,MAG_40,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_23115,829,91629,0.117571947745801,10773,MAG_40,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_23121,383,33882,0.5064340947995986,17159,MAG_1804,chromosome,p_FirmicuteB,c_Dehalobacteriia,o_UBA7702,f_UBA7702,g_UBA7702,s_
contig_23122,11918,1150366,0.0103167165928061,11868,MAG_1804,chromosome,p_FirmicuteB,c_Dehalobacteriia,o_UBA7702,f_UBA7702,g_UBA7702,s_
contig_23125,561,123359,0.0570773109379939,7041,MAG_386,chromosome,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Bacteroides,s_Bacteroides uniformis
contig_2313_v,117,8444,1.0500947418285174,8867,contig_2313_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_23130,339,55976,0.2242389595540946,12552,MAG_145,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_UBA1405,s_
contig_23132,816,37914,0.2864377274885266,10860,MAG_1571,chromosome,p_FirmicuteA,c_Clostridia,o_TANB77,f_CAG-508,g_Scatovivens,s_
contig_23133,805,42319,0.2415463503390912,10222,MAG_1573,chromosome,p_FirmicuteA,c_Clostridia,o_TANB77,f_CAG-508,g_Scatovivens,s_
contig_23136,386,54113,0.1521445863286086,8233,MAG_5,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_RUG11247,s_
contig_23138,1159,158794,0.053799261936849,8543,MAG_619,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_RGIG3159,s_
contig_23146,969,66138,0.1415676313163385,9363,MAG_759,unclassified,p_,c_,o_,f_,g_,s_
contig_2315,22743,1149205,0.0142437598165688,16369,MAG_1651,unclassified,p_,c_,o_,f_,g_,s_
contig_23158,3304,409951,0.0322331205436747,13214,MAG_1202,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_UBA1242,g_UBA9845,s_
contig_23162,159,19751,0.1679914941015644,3318,MAG_131,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Lawsonibacter,s_
contig_23168,162,29170,0.4706890641069592,13730,MAG_51,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_SIG598,s_SIG598 sp015065975
contig_23169,2205,204333,0.0849250977570925,17353,MAG_1554,chromosome,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Tannerellaceae,g_Parabacteroides,s_Parabacteroides distasonis
contig_23171,246,30553,0.4173730893856577,12752,MAG_17,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_
contig_23181,137,26544,0.699291742013261,18562,MAG_543,chromosome,p_Desulfobacterota_I,c_Desulfovibrionia,o_Desulfovibrionales,f_Desulfovibrionaceae,g_Mailhella,s_
contig_23182,330,38759,0.1406899042802961,5453,MAG_88,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UBA6857,s_
contig_23183,303,72928,0.1283183413777972,9358,MAG_111,unclassified,p_,c_,o_,f_,g_,s_
contig_23184,225,43633,0.2936768042536612,12814,MAG_98,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_Schneewindia,s_
contig_23185,3638,452259,0.0169570975923088,7669,MAG_1327,chromosome,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_UBA932,g_Cryptobacteroides,s_
contig_23189_v,346,45522,0.2728351126927639,12420,contig_23189_v,virus,p_,c_,o_Caudoviralev_v,f_Siphoviridae_v,g_,s_
contig_23192,886,100826,0.1005197072183762,10135,MAG_1267,unclassified,p_,c_,o_,f_,g_,s_
contig_23193,232,29271,0.1445457961805199,4231,MAG_872,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_RUG11130,s_
contig_23194,653,84748,0.0468211639212724,3968,MAG_25,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_RUG11130,s_
contig_23197,1451,139782,0.0296604713053182,4146,MAG_1832,unclassified,p_,c_,o_,f_,g_,s_
contig_2320,421,24922,0.5109541770323409,12734,MAG_1651,unclassified,p_,c_,o_,f_,g_,s_
contig_23205,321,36438,0.3403040781601624,12400,MAG_620,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Christensenellaceae,g_NSJ-63,s_NSJ-63 sp014384805
contig_23210,1124,168742,0.0807267900107857,13622,MAG_1641,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_SIG526,s_
contig_23211,263,19737,0.5739474084207327,11328,MAG_1762,unclassified,p_,c_,o_,f_,g_,s_
contig_23213,234,14583,0.7972982239594048,11627,MAG_637,chromosome,p_Campylobacterota,c_Campylobacteria,o_Campylobacterales,f_Campylobacteraceae,g_Campylobacter,s_
contig_23214,997,143312,0.1167173718879089,16727,MAG_1578,unclassified,p_,c_,o_,f_,g_,s_
contig_23215,580,80364,0.0645935991239858,5191,MAG_19,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_RUG11130,s_RUG11130 sp017481265
contig_23220,132,25720,0.3423794712286158,8806,MAG_1624,chromosome,p_Proteobacteria,c_Gammaproteobacteria,o_Burkholderiales,f_Burkholderiaceae,g_Oxalobacter,s_Oxalobacter sp018384065
contig_23222,823,87139,0.1214725897703668,10585,MAG_546,unclassified,p_,c_,o_,f_,g_,s_
contig_23229,61,15396,0.2542218758118992,3914,MAG_455,unclassified,p_,c_,o_,f_,g_,s_
contig_2323,25298,1244406,0.0091714440463964,11413,MAG_1691,unclassified,p_,c_,o_,f_,g_,s_
contig_23234,22597,1385564,0.0057882566232956,8020,MAG_1650,unclassified,p_,c_,o_,f_,g_,s_
contig_23235,918,57695,0.1100788629863939,6351,MAG_1650,unclassified,p_,c_,o_,f_,g_,s_
contig_23236,1017,55824,0.2682000573230152,14972,MAG_1650,unclassified,p_,c_,o_,f_,g_,s_
contig_23237,1253,67411,0.250003708593553,16853,MAG_1650,unclassified,p_,c_,o_,f_,g_,s_
contig_23239,350,18065,0.814115693329643,14707,MAG_1650,unclassified,p_,c_,o_,f_,g_,s_
contig_23243,56,3920,1.985204081632653,7782,MAG_1650,unclassified,p_,c_,o_,f_,g_,s_
contig_2325,836,100832,0.1262000158679784,12725,contig_2325,unclassified,p_,c_,o_,f_,g_,s_
contig_23251,307,40151,0.4525914672112774,18172,MAG_27,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Ruminococcaceae,g_UBA3818,s_UBA3818 sp002369315
contig_23257,126,11008,1.0907521802325582,12007,MAG_1596,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_,s_
contig_23258,128,11552,0.5277008310249307,6096,MAG_315,chromosome,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Marinifilaceae,g_Butyricimonas,s_Butyricimonas virosa
contig_23261,740,100641,0.0517582297473196,5209,MAG_15,chromosome,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_,s_
contig_23267,88,23124,0.323386957273828,7478,MAG_39,unclassified,p_,c_,o_,f_,g_,s_
contig_23268,1861,172620,0.0313289305990035,5408,MAG_387,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-382,g_SIG685,s_
contig_23275,337,43269,0.4111719706949548,17791,MAG_179,chromosome,p_FirmicuteA,c_Clostridia,o_RUG12999,f_RUG12999,g_,s_
contig_23277_v,425,31304,0.3848709430104779,12048,contig_23277_v,virus,p_,c_,o_Herpesviralev_v,f_Herpesviridae_v,g_,s_
contig_23279,248,36194,0.1593634304028292,5768,MAG_591,unclassified,p_,c_,o_,f_,g_,s_
contig_23284,1412,193858,0.0756120459305264,14658,MAG_131,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Lawsonibacter,s_
contig_23289,566,82520,0.0476369365002423,3931,MAG_646,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_CAG-83,s_
contig_23290,756,105216,0.1033778132603406,10877,MAG_1668,chromosome,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_CAG-83,s_
