Contig name,Number of restriction sites,Contig length,Contig coverage,Hi-C contacts mapped to the same contigs,Contig annotation,Is Viral
k141_1095,543,43653,152.451,17993,mikatae,False
k141_2872,967,78542,80.8901,18283,mikatae,False
k141_9105,141,10816,59.2976,1345,Influenzavirus,True
k141_265,350,35366,107.206,15092,kluyveri,False
k141_2030,241,21305,63.6756,3811,paradoxus,False
k141_10832,396,32078,77.2775,5950,uvarum,False
k141_8253,38,3411,12.509,34,kudriavzevii,False
k141_10834,32,1917,163.889,237,mikatae,False
k141_9113,95,7787,77.6203,2410,mikatae,False
k141_10835,114,9637,54.6799,1353,paradoxus,False
k141_9114,53,5112,122.716,2451,mikatae,False
k141_10836,43,3929,73.1794,761,paradoxus,False
k141_10840,20,1102,125.96,50,paradoxus,False
k141_10841,15,1364,8.84432,20,kudriavzevii,False
k141_9124,28,2884,37.8288,40,Unmapped,False
k141_2031,77,7279,51.9015,1458,paradoxus,False
k141_1096,268,22292,82.7667,6538,mikatae,False
k141_2032,16,1695,7.65696,20,kudriavzevii,False
k141_268,135,10995,55.4218,2087,paradoxus,False
k141_13583,195,19789,104.522,10328,kluyveri,False
k141_13587,101,4534,553.378,3691,uvarum,False
k141_13592,42,3826,126.91,1169,kluyveri,False
k141_271,168,14681,101.223,8033,kluyveri,False
k141_13594,27,1541,68.4968,110,uvarum,False
k141_273,19,2106,10.9162,29,kudriavzevii,False
k141_274,75,1980,305.931,826,mikatae,False
k141_13596,54,5757,109.123,3561,Coronavirus,True
k141_5623,587,49402,168.904,15564,cerevisiae,False
k141_5624,74,6088,101.973,2663,kluyveri,False
k141_5625,70,6232,427.917,2621,cerevisiae,False
k141_9126,316,24797,76.8534,3990,mikatae,False
k141_5628,54,5120,58.5284,1002,paradoxus,False
k141_10842,439,34200,88.029,5569,stipitis,False
k141_7333,924,96240,79.2025,24975,waltii,False
k141_1097,497,43470,76.1085,6957,uvarum,False
k141_13599,228,22372,80.6649,4327,uvarum,False
k141_12647,1755,154206,83.6771,38855,stipitis,False
k141_13603,8,1648,13.9546,40,kudriavzevii,False
k141_9130,127,12628,63.7885,2925,paradoxus,False
k141_9131,124,11673,60.5978,1533,paradoxus,False
k141_9134,14,1141,10.1564,22,kudriavzevii,False
k141_9954,1286,103028,74.5476,32694,Rhinovirus,True
k141_9137,36,2905,51.4672,418,Coronavirus,True
k141_9139,20,1865,639.216,1312,cerevisiae,False
k141_276,460,33147,76.7806,7016,mikatae,False
k141_13606,47,4752,60.3796,1478,paradoxus,False
k141_7334,274,22815,322.869,14676,cerevisiae,False
k141_7335,16,1002,1324.64,5700,Unmapped,False
k141_1099,186,17135,314.903,10102,cerevisiae,False
k141_13607,163,10211,83.7779,2373,castellii,False
k141_1108,39,4687,328.881,3787,cerevisiae,False
k141_1109,56,4721,63.3953,777,Coronavirus,True
k141_284,229,19667,57.7779,3667,Enterovirus,True
k141_5637,396,38122,99.6614,18283,kluyveri,False
k141_4794,1930,196086,85.0972,61739,waltii,False
k141_6384,1301,112092,83.2352,27884,mikatae,False
k141_6385,8,1224,385.4,126,cerevisiae,False
k141_3852,1758,149514,85.4887,35516,stipitis,False
k141_3854,17,2121,91.0944,263,mikatae,False
k141_9957,279,26268,103.353,10568,kluyveri,False
k141_9958,14,1366,245.192,409,cerevisiae,False
k141_3858,26,1599,11.6149,35,kudriavzevii,False
k141_3859,7,1121,129.094,534,paradoxus,False
k141_7336,328,27034,284.526,19063,cerevisiae,False
k141_7340,23,1200,50.8314,146,paradoxus,False
k141_4799,11,1247,13.4667,10,kudriavzevii,False
k141_13612,452,28844,93.0509,6732,castellii,False
k141_7341,148,11325,56.0585,2471,Rhinovirus,True
k141_11753,1938,268218,49.2196,6706,gossypii,False
k141_2873,1514,124579,76.7944,35808,lactis,False
k141_2875,5,1681,14.1894,29,kudriavzevii,False
k141_11759,22,1388,12.954,23,kudriavzevii,False
k141_285,271,28609,80.6969,5555,uvarum,False
k141_8255,1272,112792,75.9348,19297,uvarum,False
k141_3862,77,8130,103.152,1935,paradoxus,False
k141_8259,48,4167,291.63,3771,cerevisiae,False
k141_9961,114,9856,60.9923,1212,paradoxus,False
k141_5640,374,31457,86.3949,4816,mikatae,False
k141_3864,118,11276,143.898,4729,paradoxus,False
k141_9141,648,50661,307.037,35807,cerevisiae,False
k141_9142,65,2283,346.134,1297,mikatae,False
k141_8261,227,15732,54.8339,2431,paradoxus,False
k141_2877,6,1259,117.833,173,uvarum,False
k141_7342,175,13711,138.805,4166,mikatae,False
k141_287,42,3354,52.5091,812,paradoxus,False
k141_11762,29,2501,50.892,850,paradoxus,False
k141_7346,104,9583,61.101,1426,Rhinovirus,True
k141_7347,3,1529,263.991,144,Unmapped,False
k141_297,128,10329,64.3586,1540,paradoxus,False
k141_13613,400,35564,79.2708,7193,mikatae,False
k141_13614,21,1331,87.6478,354,mikatae,False
k141_8264,6,1315,13.673,39,kudriavzevii,False
k141_9145,30,1452,59.7765,1584,pastoris,False
k141_4800,423,40465,84.2336,10699,stipitis,False
k141_9147,9,1271,118.5,56,kudriavzevii,False
k141_8270,16,2569,156.231,311,uvarum,False
k141_8271,6,1056,68.4073,71,uvarum,False
k141_8272,58,3838,243.431,2270,cerevisiae,False
k141_5647,315,24989,62.5258,4593,paradoxus,False
k141_9158,199,17269,57.807,2386,Influenzavirus,True
k141_9968,370,28274,133.824,19978,paradoxus,False
k141_9970,5,1032,13.2687,25,kudriavzevii,False
k141_7349,213,19437,306.008,13470,cerevisiae,False
k141_7350,79,5552,54.614,666,paradoxus,False
k141_5650,122,10379,59.895,2039,Herpesvirus,True
k141_9972,166,15168,305.68,10404,cerevisiae,False
k141_299,387,33828,95.2284,13830,kluyveri,False
k141_5652,75,9847,3371.07,32655,Coronavirus,True
k141_4802,275,24647,128.209,14178,paradoxus,False
k141_3877,270,25690,104.014,10339,kluyveri,False
k141_3879,132,11361,55.3976,1400,paradoxus,False
k141_3880,52,5149,52.9706,1794,paradoxus,False
k141_4804,291,21489,83.8704,5432,mikatae,False
k141_6386,1450,93382,86.046,26334,Herpesvirus,True
k141_11763,517,54868,105.103,15750,waltii,False
k141_7357,166,14916,101.472,4637,kluyveri,False
k141_300,116,8889,53.5284,1170,paradoxus,False
k141_301,23,1013,127.776,74,cerevisiae,False
k141_11766,31,1221,444.611,3948,Herpesvirus,True
k141_6388,12,1625,695.995,768,cerevisiae,False
k141_6390,29,1809,10.2327,26,kudriavzevii,False
k141_6392,12,1071,12.1097,6,kudriavzevii,False
k141_11767,70,4854,274.44,3582,cerevisiae,False
k141_4808,113,12211,89.5892,1431,uvarum,False
k141_3882,165,14132,59.9249,3188,paradoxus,False
k141_11768,71,5523,72.0588,1373,mikatae,False
k141_4809,47,6491,99.2657,619,uvarum,False
k141_6396,72,6855,52.3623,1184,paradoxus,False
k141_3888,28,3612,379.38,696,Herpesvirus,True
k141_4810,65,5843,58.2046,763,paradoxus,False
k141_6399,51,4428,62.9469,1133,paradoxus,False
k141_4815,24,1974,9.61732,18,Enterovirus,True
k141_5653,586,46580,156.428,20687,paradoxus,False
k141_1113,848,117450,48.6518,2640,gossypii,False
k141_3894,17,1852,14.8766,37,kudriavzevii,False
k141_3895,49,5862,72.211,791,paradoxus,False
k141_9159,613,48324,74.9103,11774,lactis,False
k141_9161,19,1503,10.9608,47,kudriavzevii,False
k141_9166,14,1413,221.333,321,castellii,False
k141_13616,1301,112890,108.055,49508,kluyveri,False
k141_13617,6,1011,9.91754,22,kudriavzevii,False
k141_13618,33,3660,116.779,1469,Coronavirus,True
k141_6400,107,9322,56.7815,1231,paradoxus,False
k141_6401,126,9648,54.4081,1534,paradoxus,False
k141_6404,20,2010,12.3935,43,kudriavzevii,False
k141_11775,328,29372,139.026,7681,Influenzavirus,True
k141_11777,52,5242,117.25,1069,wickerhamii,False
k141_9167,134,13408,75.7208,2677,uvarum,False
k141_13619,251,27674,101.069,12840,kluyveri,False
k141_1115,407,31027,59.3033,5227,paradoxus,False
k141_13622,61,4701,60.5322,613,paradoxus,False
k141_1116,79,5412,110.191,1401,mikatae,False
k141_1124,56,3381,53.4906,320,paradoxus,False
k141_1127,20,1559,9.77928,70,kudriavzevii,False
k141_2879,1457,131917,78.264,29924,wickerhamii,False
k141_6407,128,11641,59.671,2537,paradoxus,False
k141_1131,37,2941,52.637,450,paradoxus,False
k141_6408,25,2185,61.8958,243,paradoxus,False
k141_11779,47,4159,65.6697,560,paradoxus,False
k141_4816,412,37657,81.5028,8282,uvarum,False
k141_7365,296,26861,104.682,15493,kluyveri,False
k141_13624,197,17272,295.871,12238,cerevisiae,False
k141_4817,51,4914,100.773,1863,kluyveri,False
k141_7366,37,5719,111.045,8615,Coronavirus,True
k141_11782,165,15096,132.258,6454,kluyveri,False
k141_9973,2038,166361,75.5238,46322,lactis,False
k141_2881,83,5522,53.3358,2131,lactis,False
k141_9171,136,13714,91.8458,2334,mikatae,False
k141_2883,38,2674,63.775,673,lactis,False
k141_2884,12,1202,11.75,15,kudriavzevii,False
k141_9173,71,4635,50.2789,910,paradoxus,False
k141_1134,122,12005,108.743,3271,kluyveri,False
k141_1136,10,1193,103.054,677,stipitis,False
k141_7367,152,10063,52.9781,1770,paradoxus,False
k141_9976,195,20877,110.959,9528,Rhinovirus,True
k141_7368,118,10470,86.3438,1977,mikatae,False
k141_7371,8,1009,87.3923,258,mikatae,False
k141_1137,145,12638,57.7143,3592,paradoxus,False
k141_1138,12,1368,61.9885,632,stipitis,False
k141_9979,184,14472,59.249,2119,paradoxus,False
k141_6410,219,18827,60.5253,3738,paradoxus,False
k141_9176,20,1512,77.3686,256,kluyveri,False
k141_9981,59,4307,327.777,2989,mikatae,False
k141_2888,58,4644,58.3278,611,paradoxus,False
k141_6414,53,6995,1736.58,23450,waltii,False
k141_9180,187,16249,87.9724,2338,stipitis,False
k141_9982,193,15128,87.9792,2873,mikatae,False
k141_303,1272,102501,233.706,74324,cerevisiae,False
k141_6417,29,2971,321.722,2413,cerevisiae,False
k141_2889,59,4728,141.322,3708,cerevisiae,False
k141_2890,19,2234,198.804,426,castellii,False
k141_9983,145,11864,54.4447,2296,paradoxus,False
k141_9984,15,1102,136.47,92,cerevisiae,False
k141_1140,124,12976,76.1686,2032,uvarum,False
k141_7374,42,3262,55.0945,550,Herpesvirus,True
k141_9985,112,9490,65.3115,1626,paradoxus,False
k141_1144,28,2568,87.9111,1370,mikatae,False
k141_7376,58,4819,40791.4,505777,waltii,False
k141_1150,36,1942,43.7874,192,Rhinovirus,True
k141_1152,57,5915,91.7709,1070,uvarum,False
k141_305,111,9254,105.55,3424,kluyveri,False
k141_6419,89,9389,204.002,3230,cerevisiae,False
k141_9181,101,12062,215.521,9630,cerevisiae,False
k141_6420,6,1457,12.5685,44,kudriavzevii,False
k141_306,32,2718,247.723,737,paradoxus,False
k141_307,21,2840,115.164,590,kluyveri,False
k141_9986,132,6728,341.881,2211,uvarum,False
k141_9989,11,1526,267.02,246,uvarum,False
k141_308,125,10666,55.6149,1931,Influenzavirus,True
k141_2892,227,20928,90.4282,5135,mikatae,False
k141_3896,994,91120,97.9125,32812,kluyveri,False
k141_5655,1597,103301,90.7849,25471,castellii,False
k141_9992,106,8327,54.5722,1458,Influenzavirus,True
k141_5656,28,2225,13.2872,27,kudriavzevii,False
k141_9994,10,1222,73.2677,187,paradoxus,False
k141_5660,11,1318,9.69264,47,kudriavzevii,False
k141_5661,15,1267,69.1925,164,paradoxus,False
k141_311,90,7932,108.297,4102,kluyveri,False
k141_1159,33,3654,87.1655,335,uvarum,False
k141_11783,665,62592,105.903,23052,kluyveri,False
k141_11784,31,2841,8001.25,27144,cerevisiae,False
k141_6424,52,5288,67.0631,866,paradoxus,False
k141_1162,83,6293,283.318,3060,cerevisiae,False
k141_1163,11,1130,1551.56,590,stipitis,False
k141_6425,52,5863,118.421,1165,uvarum,False
k141_6427,17,1420,70.6646,230,stipitis,False
k141_6428,11,1116,39.0797,221,paradoxus,False
k141_9997,205,14914,57.7567,2924,paradoxus,False
k141_10001,41,2670,49.9718,382,paradoxus,False
k141_9182,298,25534,81.7543,6684,mikatae,False
k141_11786,30,4884,377.012,5975,kluyveri,False
k141_9183,113,10173,70.5377,1975,paradoxus,False
k141_5675,40,2297,50.0829,225,paradoxus,False
k141_5678,19,1985,164.178,234,uvarum,False
k141_5679,13,1013,12.0243,23,kudriavzevii,False
k141_3898,234,24889,88.8229,5346,uvarum,False
k141_3899,21,2084,74.2141,577,mikatae,False
k141_314,204,20798,102.576,7911,kluyveri,False
k141_3901,18,2774,71.5572,1687,waltii,False
k141_3902,19,1886,41.7673,252,paradoxus,False
k141_317,21,1512,54.5169,452,paradoxus,False
k141_10009,66,7842,97.0004,2739,kluyveri,False
k141_10846,3063,321782,83.9925,90557,waltii,False
k141_10012,148,10986,57.4361,1666,Rhinovirus,True
k141_10847,20,1410,11.4262,13,kudriavzevii,False
k141_13627,1387,118332,71.201,19850,Rhinovirus,True
k141_319,53,2352,60.2838,5155,pastoris,False
k141_4820,1133,101963,81.9848,20336,uvarum,False
k141_11795,362,29075,310.187,20397,cerevisiae,False
k141_4821,91,9873,61.6852,1989,paradoxus,False
k141_10015,78,7139,63.3043,1058,Influenzavirus,True
k141_8273,2287,316249,48.1169,6449,gossypii,False
k141_6429,382,30769,56.9992,4786,paradoxus,False
k141_2893,355,31417,76.7163,7645,waltii,False
k141_2894,25,1806,255.693,1713,cerevisiae,False
k141_8274,41,3391,69.4397,1262,wickerhamii,False
k141_320,262,24862,84.6829,5955,mikatae,False
k141_4824,177,13845,282.172,8521,cerevisiae,False
k141_8275,9,1009,10.3609,10,kudriavzevii,False
k141_321,12,1451,140.109,148,wickerhamii,False
k141_5686,252,37424,53.6068,840,gossypii,False
k141_8278,55,5196,58.8458,654,Rhinovirus,True
k141_8280,10,1434,133.755,157,uvarum,False
k141_13628,188,16963,86.5455,2347,uvarum,False
k141_13629,32,2862,91.5749,1299,mikatae,False
k141_1168,696,63305,99.9718,30874,kluyveri,False
k141_6433,21,1123,13.6382,21,kudriavzevii,False
k141_8281,265,18008,99.2872,4961,castellii,False
k141_10848,451,31728,85.6089,8475,castellii,False
k141_6434,14,1583,11.7851,40,kudriavzevii,False
k141_6436,16,1117,282.942,612,uvarum,False
k141_5688,13,1290,12.3465,61,kudriavzevii,False
k141_4825,34,2756,11.6992,46,kudriavzevii,False
k141_10017,160,14733,54.948,2816,paradoxus,False
k141_4828,48,3145,121.786,603,wickerhamii,False
k141_8283,155,11314,50.9368,1833,paradoxus,False
k141_3903,397,41884,112.078,19590,Rhinovirus,True
k141_2899,190,12768,54.6461,2215,paradoxus,False
k141_1172,17,1676,14.4063,46,kudriavzevii,False
k141_10024,121,9832,122.422,1785,stipitis,False
k141_11796,441,31662,52.8078,5703,paradoxus,False
k141_8284,373,29105,79.559,6315,mikatae,False
k141_6444,88,7906,55.836,2081,paradoxus,False
k141_13635,196,18690,104.154,10204,kluyveri,False
k141_5691,377,34246,83.0962,6740,mikatae,False
k141_1175,174,17082,68.2103,2821,Rhinovirus,True
k141_1178,4,1168,10.276,56,kudriavzevii,False
k141_8287,282,20857,300.615,17583,Influenzavirus,True
k141_8289,199,18234,321.251,14817,cerevisiae,False
k141_13636,194,17450,88.3619,4331,mikatae,False
k141_13639,31,1427,1288.73,25078,cerevisiae,False
k141_5693,133,10336,78.9983,1547,mikatae,False
k141_7378,905,93407,83.5755,30083,waltii,False
k141_11799,528,36312,98.654,13215,castellii,False
k141_12648,4451,377874,86.5934,98591,stipitis,False
k141_12649,16,1112,8.9948,9,kudriavzevii,False
k141_10027,561,43056,79.0156,11994,lactis,False
k141_5695,49,6389,94.0474,1485,uvarum,False
k141_12652,23,2444,62.8117,573,paradoxus,False
k141_11800,21,1010,12.4453,14,Enterovirus,True
k141_4837,583,53833,74.9874,9506,Enterovirus,True
k141_9187,1336,109494,73.0876,30940,lactis,False
k141_322,778,67790,85.2332,15359,Coronavirus,True
k141_4838,43,4594,89.1555,1908,kluyveri,False
k141_13642,255,24488,89.5974,4855,wickerhamii,False
k141_2904,742,56486,79.8931,10686,mikatae,False
k141_11802,280,23295,60.5171,3852,paradoxus,False
k141_8291,568,61989,84.3784,15701,waltii,False
k141_7382,107,20416,130.638,5685,kluyveri,False
k141_13644,186,7056,894.921,104994,wickerhamii,False
k141_7384,78,8915,111.143,3530,kluyveri,False
k141_9192,76,7616,79.6002,1088,uvarum,False
k141_12653,418,29982,90.7093,9769,castellii,False
k141_9196,15,1903,14.8973,22,kudriavzevii,False
k141_10030,474,36328,85.1582,6564,stipitis,False
k141_12656,78,5838,578.65,5920,stipitis,False
k141_10032,20,1414,28.1456,68,paradoxus,False
k141_1185,577,46452,81.2119,10476,mikatae,False
k141_9200,84,8580,102.345,4440,Enterovirus,True
k141_1186,51,5192,104.586,1637,mikatae,False
k141_11803,157,9945,283.85,7208,cerevisiae,False
k141_4840,280,22185,54.7851,4382,paradoxus,False
k141_13645,98,7887,89.6515,1375,mikatae,False
k141_4847,72,5939,50.1549,862,Influenzavirus,True
k141_327,399,32671,239.954,22020,cerevisiae,False
k141_330,48,1953,426.466,8164,Enterovirus,True
k141_4855,18,1324,69.7342,41,paradoxus,False
k141_1188,216,19359,57.7495,4831,paradoxus,False
k141_1189,11,1191,140.866,219,castellii,False
k141_12658,18,1429,48.9312,324,paradoxus,False
k141_12664,13,1338,17.2668,14,Rhinovirus,True
k141_7386,209,18536,54.9224,3461,paradoxus,False
k141_10849,1182,93022,76.6176,30837,lactis,False
k141_9201,95,8337,57.9541,1546,paradoxus,False
k141_9205,13,1655,10.1834,18,kudriavzevii,False
k141_12674,125,8883,124.678,2116,castellii,False
k141_9212,16,1171,13.4378,21,kudriavzevii,False
k141_9214,13,1213,10.1646,12,kudriavzevii,False
k141_12675,32,2592,91.1654,940,waltii,False
k141_10034,275,24332,187.737,12340,Unmapped,False
k141_4856,78,7453,65.7965,1053,paradoxus,False
k141_1191,100,8839,60.4455,1308,paradoxus,False
k141_4870,3,1313,16.4858,30,kudriavzevii,False
k141_4874,11,1364,44.7331,90,paradoxus,False
k141_1198,21,3236,124.89,152,uvarum,False
k141_1201,78,6717,58.8725,983,paradoxus,False
k141_9216,23,1703,561.205,1121,cerevisiae,False
k141_10038,39,3446,15.8941,133,kudriavzevii,False
k141_8292,1442,113732,75.2508,34586,lactis,False
k141_7388,277,27696,82.6766,4120,uvarum,False
k141_13646,428,28383,96.1104,7346,castellii,False
k141_7389,137,10058,72.858,2419,lactis,False
k141_7395,19,2995,97.6879,1700,waltii,False
k141_7397,5,1187,13.9547,36,Unmapped,False
k141_1202,122,10716,315.268,9389,cerevisiae,False
k141_1204,13,1101,99.8633,20,cerevisiae,False
k141_11804,688,57091,81.3656,13159,mikatae,False
k141_11806,37,3384,88.2777,423,Enterovirus,True
k141_11807,20,1963,60.4357,255,paradoxus,False
k141_332,591,52516,129.896,21129,kluyveri,False
k141_11810,122,11560,96.9341,5264,kluyveri,False
k141_13647,105,11626,87.3075,1660,uvarum,False
k141_13648,34,3148,61.0654,384,paradoxus,False
k141_8293,957,62358,86.1713,16185,castellii,False
k141_6446,1270,98497,76.653,28980,lactis,False
k141_9226,256,23522,107.754,8208,kluyveri,False
k141_12679,504,50538,82.7809,15356,waltii,False
k141_12683,15,1136,10.2688,28,kudriavzevii,False
k141_7408,311,22428,75.4389,4381,mikatae,False
k141_9227,158,14737,77.6719,3111,mikatae,False
k141_8296,14,1605,14.1416,38,kudriavzevii,False
k141_13649,174,16716,61.0208,2486,paradoxus,False
k141_13650,39,3207,54.4462,854,paradoxus,False
k141_8300,101,8251,244.795,5029,cerevisiae,False
k141_13652,58,3337,1495.38,55710,kluyveri,False
k141_8301,40,3660,85.0946,1121,mikatae,False
k141_8302,27,2226,74.5,298,paradoxus,False
k141_7410,57,5846,549.617,3603,Herpesvirus,True
k141_6447,267,20061,107.245,3889,stipitis,False
k141_8304,146,11437,85.9038,1757,uvarum,False
k141_8305,57,4781,77.0866,1006,mikatae,False
k141_8306,38,4616,4785.68,22389,cerevisiae,False
k141_12687,376,29251,81.5946,7189,uvarum,False
k141_12688,24,1753,49.3319,218,paradoxus,False
k141_11811,371,30542,59.085,6913,paradoxus,False
k141_13653,148,12498,73.6865,1237,uvarum,False
k141_340,396,39295,103.691,19288,kluyveri,False
k141_2909,1881,122186,94.7398,31384,castellii,False
k141_13656,57,4510,70.2851,673,paradoxus,False
k141_13657,8,1162,803.771,1426,mikatae,False
k141_13658,53,1920,454.69,1849,mikatae,False
k141_13663,162,4948,828.55,44130,wickerhamii,False
k141_12689,66,3049,775.986,46009,waltii,False
k141_10040,1297,84060,101.01,20269,castellii,False
k141_6448,312,25569,58.3115,4063,paradoxus,False
k141_2919,33,3780,11392.3,54786,cerevisiae,False
k141_8307,89,7566,309.12,8404,cerevisiae,False
k141_12694,29,1889,56.7769,605,mikatae,False
k141_6452,14,1242,12.0046,36,kudriavzevii,False
k141_10041,44,7414,119.775,3484,kluyveri,False
k141_12695,72,5696,314.906,4071,cerevisiae,False
k141_2033,6385,554731,88.0483,125606,Influenzavirus,True
k141_6457,129,12887,81.3912,2380,uvarum,False
k141_6458,14,1284,9.78131,24,kudriavzevii,False
k141_2034,23,2557,119.987,1149,kluyveri,False
k141_345,217,19450,124.55,5990,kluyveri,False
k141_13665,254,21552,98.0526,6457,kluyveri,False
k141_4876,796,112811,47.6731,2664,gossypii,False
k141_13667,10,1404,12.8445,14,kudriavzevii,False
k141_13668,14,2575,119.46,1384,kluyveri,False
k141_346,96,16598,126.499,7042,kluyveri,False
k141_13669,18,1109,98.5193,300,paradoxus,False
k141_4877,58,4753,71.7119,793,Influenzavirus,True
k141_13670,15,1071,13.0358,9,kudriavzevii,False
k141_13671,27,1458,40.7668,314,paradoxus,False
k141_349,27,2196,111.85,528,kluyveri,False
k141_13678,42,1770,955.451,8328,cerevisiae,False
k141_3904,1706,226294,50.2718,4425,gossypii,False
k141_12697,210,17375,83.9864,4626,mikatae,False
k141_2035,57,7061,109.575,2407,kluyveri,False
k141_12702,41,3990,63.601,403,paradoxus,False
k141_10850,970,143422,48.0172,2855,gossypii,False
k141_10851,15,1911,67.8967,396,lactis,False
k141_10852,9,1013,12.5064,15,kudriavzevii,False
k141_10854,73,6305,56.5349,1366,paradoxus,False
k141_10044,442,36849,289.382,30405,Rhinovirus,True
k141_10048,46,3812,72.4178,416,uvarum,False
k141_3905,29,2226,50.8969,370,Herpesvirus,True
k141_13682,16,1205,258.675,335,cerevisiae,False
k141_10859,9,1183,130.873,700,kluyveri,False
k141_10865,127,10965,62.3162,1457,Rhinovirus,True
k141_10867,12,1492,113.321,195,paradoxus,False
k141_351,302,24664,59.514,3912,paradoxus,False
k141_6462,438,36397,77.0636,8021,mikatae,False
k141_4880,525,43744,277.385,29326,cerevisiae,False
k141_1207,1104,154667,49.1183,3420,gossypii,False
k141_1210,14,1216,11.3199,44,Influenzavirus,True
k141_11813,725,108929,50.493,2219,gossypii,False
k141_12703,358,30871,298.091,23547,cerevisiae,False
k141_5696,2380,216795,77.3184,34566,Enterovirus,True
k141_10868,110,8105,54.1398,1147,paradoxus,False
k141_5697,76,2827,889.225,15432,cerevisiae,False
k141_11817,48,3338,51.958,403,paradoxus,False
k141_12704,90,8047,77.5759,3376,mikatae,False
k141_6469,150,11236,101.824,2323,stipitis,False
k141_6470,11,1336,14.8592,10,Unmapped,False
k141_6473,23,1747,66.2041,121,paradoxus,False
k141_2036,533,43898,79.1637,16444,Enterovirus,True
k141_2920,1311,84983,124.726,33756,castellii,False
k141_13684,743,50922,97.1665,11069,castellii,False
k141_2923,60,5576,107.102,2492,Coronavirus,True
k141_13685,94,8117,61.4363,2164,Rhinovirus,True
k141_10049,593,47619,56.9478,8351,paradoxus,False
k141_1220,94,10925,84.8742,3513,Enterovirus,True
k141_13687,32,2617,183.24,1225,cerevisiae,False
k141_10869,299,29018,90.8378,8327,waltii,False
k141_10051,4,1008,11.9953,4,kudriavzevii,False
k141_2933,16,1051,309.213,138,stipitis,False
k141_4882,605,42882,97.3019,13733,castellii,False
k141_11821,118,10887,111.388,5124,Herpesvirus,True
k141_11823,67,3768,68.3825,398,stipitis,False
k141_4883,183,16637,68.5251,2905,paradoxus,False
k141_11824,15,1262,10.2473,16,Influenzavirus,True
k141_8309,1539,140524,100.153,63890,kluyveri,False
k141_6475,251,25829,80.5645,4262,paradoxus,False
k141_8311,71,5980,64.84,945,paradoxus,False
k141_6476,100,6852,65.9576,1616,paradoxus,False
k141_10870,225,17216,59.9818,2841,paradoxus,False
k141_10053,513,35292,96.016,9531,castellii,False
k141_10054,17,1603,11.8892,20,kudriavzevii,False
k141_8315,173,17649,112.451,6991,kluyveri,False
k141_6477,25,1828,54.2044,380,paradoxus,False
k141_4890,20,1738,117.1,343,castellii,False
k141_353,959,75650,73.6295,23136,lactis,False
k141_354,6,1028,21.8508,37,kudriavzevii,False
k141_11828,126,10833,128.498,1820,stipitis,False
k141_4892,62,7492,324.588,10642,cerevisiae,False
k141_9228,1123,163696,48.9411,3247,gossypii,False
k141_11830,18,2303,44.9136,27,gossypii,False
k141_4893,55,3307,1153.94,6849,lactis,False
k141_5698,603,59589,79.8898,11615,waltii,False
k141_10063,70,6398,78.5722,810,uvarum,False
k141_9233,11,1024,12.1076,9,kudriavzevii,False
k141_9234,39,3754,71.0935,695,paradoxus,False
k141_9237,11,1970,126.357,1126,kluyveri,False
k141_1225,653,58151,89.9738,16159,mikatae,False
k141_8320,509,44726,78.7125,8495,Enterovirus,True
k141_9242,27,2697,51.5607,343,Herpesvirus,True
k141_1226,19,1741,74.951,162,paradoxus,False
k141_8323,8,1048,9.87528,6,kudriavzevii,False
k141_5699,188,16122,83.4145,3512,mikatae,False
k141_10064,204,16178,71.9943,4541,mikatae,False
k141_5700,37,2535,54.1082,296,paradoxus,False
k141_9246,81,5992,50.5159,717,Coronavirus,True
k141_8324,57,6127,110.768,3151,kluyveri,False
k141_5702,20,1763,11.7167,54,kudriavzevii,False
k141_11831,104,10609,261.923,10382,cerevisiae,False
k141_9249,17,1143,54.5408,85,paradoxus,False
k141_8326,12,1430,252.082,2351,cerevisiae,False
k141_9250,32,1017,442.457,1014,Unmapped,False
k141_4895,288,22087,56.6762,3669,paradoxus,False
k141_9251,18,1143,65.6314,3345,pastoris,False
k141_3906,1187,106914,74.8552,22974,wickerhamii,False
k141_2941,637,62752,77.0232,18390,waltii,False
k141_2943,11,1487,707.418,532,paradoxus,False
k141_4897,124,9243,53.8849,1316,paradoxus,False
k141_2945,92,6590,80.6443,1181,uvarum,False
k141_3909,83,9479,58.6483,1360,paradoxus,False
k141_8329,109,10025,61.4979,1686,paradoxus,False
k141_12706,972,86266,92.3037,18165,stipitis,False
k141_10065,191,13593,91.4539,2781,Herpesvirus,True
k141_8330,130,9758,100.784,2319,cerevisiae,False
k141_13688,822,77476,82.0725,14541,uvarum,False
k141_8332,12,1474,9.54003,14,kudriavzevii,False
k141_1228,239,21268,86.275,4113,mikatae,False
k141_10871,667,59354,82.3229,9429,Herpesvirus,True
k141_1229,11,1367,10.2531,102,kudriavzevii,False
k141_3911,192,14399,70.2148,3450,mikatae,False
k141_3912,19,1194,11.8697,52,kudriavzevii,False
k141_5704,281,22994,306.229,17348,cerevisiae,False
k141_8334,174,13288,76.7824,2922,Rhinovirus,True
k141_5708,88,4040,53.2018,6648,pastoris,False
k141_2951,19,2201,11.6694,53,kudriavzevii,False
k141_11834,415,28983,292.887,31212,cerevisiae,False
k141_4898,215,18284,77.3291,6319,lactis,False
k141_2039,1260,83048,90.9419,22246,castellii,False
k141_4899,27,2059,56.418,252,paradoxus,False
k141_12712,219,21087,81.3711,3561,uvarum,False
