Bin,Contig,Restriction sites,Length,Coverage,Self Contact,Type,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species
MAG_1266,"contig_233, contig_23512, contig_5675",8940,2021230,2400,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1267,"contig_226, contig_23192",6923,814824,1227,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1268,"contig_11840, contig_16917, contig_4505, contig_4859",17236,2536417,2171,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteB,c_Peptococcia,o_Peptococcales,f_Peptococcaceae,g_UBA7185,s_UBA7185 sp017399005
MAG_1269,"contig_4496, contig_4499, contig_4504, contig_51331",12037,1856736,4718,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteB,c_Peptococcia,o_Peptococcales,f_Peptococcaceae,g_UBA7185,s_Unspecified UBA7185
MAG_127,"contig_13687, contig_14166, contig_16613, contig_29566, contig_30060, contig_3118, contig_45702, contig_49999, contig_50683, contig_50992, contig_51056, contig_51938, contig_53359, contig_53950, contig_55003, contig_57587, contig_6549, contig_8565",32455,3055334,3043,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_1270,"contig_25945, contig_54830",5945,713858,505,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteB,c_Peptococcia,o_Peptococcales,f_Peptococcaceae,g_UBA7185,s_Unspecified UBA7185
MAG_1271,"contig_31308, contig_3166, contig_537, contig_9518",37992,2835158,6250,0,chromosome,d_Bacteria,k_Bacteria,p_Verrucomicrobiota,c_Lentisphaeria,o_Victivallales,f_UBA1829,g_SIG77,s_Unspecified SIG77
MAG_1272,"contig_3385, contig_5323",23761,1847839,1135,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_UBA1242,g_UBA5489,s_Unspecified UBA5489
MAG_1273,"contig_3071, contig_5736",7374,594669,284,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_SFDP01,s_Unspecified SFDP01
MAG_1274,"contig_3398, contig_8566",6165,454026,230,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1275,"contig_2159, contig_37558, contig_52347, contig_59217, contig_60319",5793,882047,829,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-382,g_UMGS882,s_Unspecified UMGS882
MAG_1276,"contig_14629, contig_3864, contig_6698",32237,4704970,8535,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola_A,s_Phocaeicola_A sp017416805
MAG_1277,"contig_28349, contig_3706",947,156149,153,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1278,"contig_21134, contig_31300, contig_3399, contig_8669",20118,1488640,500,0,chromosome,d_Bacteria,k_Bacteria,p_Verrucomicrobiota,c_Lentisphaeria,o_Victivallales,f_UBA1829,g_SIG77,s_Unspecified SIG77
MAG_1279,"contig_10203, contig_11028, contig_19206",19984,1483754,476,0,chromosome,d_Bacteria,k_Bacteria,p_Verrucomicrobiota,c_Lentisphaeria,o_Victivallales,f_UBA1829,g_SIG77,s_Unspecified SIG77
MAG_128,"contig_14373, contig_14818, contig_17936, contig_21862, contig_23524, contig_23526, contig_3479, contig_3483, contig_41527, contig_41685, contig_5198, contig_57798, contig_60330, contig_7855",22088,1284390,14234,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1280,"contig_36302, contig_8670, contig_8689",60566,4511569,1841,0,chromosome,d_Bacteria,k_Bacteria,p_Verrucomicrobiota,c_Lentisphaeria,o_Victivallales,f_UBA1829,g_SIG77,s_Unspecified SIG77
MAG_1281,"contig_16432, contig_2246, contig_29082, contig_31894, contig_55449, contig_5559, contig_60191",19016,1912156,6352,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UBA737,s_Unspecified UBA737
MAG_1282,"contig_21716, contig_22094, contig_42435, contig_6272",9280,871154,1880,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_UBA737,s_Unspecified UBA737
MAG_1283,"contig_13664, contig_3200, contig_37406, contig_43316, contig_47956, contig_50591",36780,5407724,94569,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1284,"contig_17586, contig_18197, contig_40770, contig_42917, contig_52838",5674,1148572,2366,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1285,"contig_15137, contig_16462, contig_60530, contig_8382",34598,4631740,3079,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Butyricicoccaceae,g_SIG502,s_SIG502 sp015067675
MAG_1286,"contig_11835, contig_40839, contig_56692, contig_57087",10443,1473506,829,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Butyricicoccaceae,g_SIG502,s_SIG502 sp015067675
MAG_1287,"contig_26231, contig_38166, contig_60229",23909,3153119,1694,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Butyricicoccaceae,g_SIG502,s_SIG502 sp015067675
MAG_1288,"contig_12878, contig_27015, contig_7333",9316,1044819,889,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_CAG-448,s_Unspecified CAG-448
MAG_1289,"contig_15592, contig_26435, contig_3576",4120,453298,503,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_CAG-272,g_SIG701,s_Unspecified SIG701
MAG_129,"contig_11317, contig_14389, contig_24142, contig_25482, contig_28804, contig_35650, contig_37897, contig_39934, contig_40457, contig_43033, contig_43646, contig_46247, contig_47584, contig_49472, contig_51679, contig_54731, contig_56633, contig_59513",10470,1411786,35429,0,chromosome,d_Bacteria,k_Bacteria,p_Actinobacteriota,c_Coriobacteriia,o_Coriobacteriales,f_Eggerthellaceae,g_ZJ141,s_Unspecified ZJ141
MAG_1290,"contig_17530, contig_52083, contig_52695",11298,2020182,1731,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Limivicinus,s_Unspecified Limivicinus
MAG_1291,"contig_43565, contig_715",11627,2095091,3032,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Limivicinus,s_Unspecified Limivicinus
MAG_1292,"contig_3113, contig_34431, contig_42457, contig_49150",7770,1022989,1243,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Lawsonibacter,s_Unspecified Lawsonibacter
MAG_1293,"contig_37299, contig_56105, contig_60085",10161,1945014,9314,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1294,"contig_22425, contig_49149",3057,402849,260,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Lawsonibacter,s_Unspecified Lawsonibacter
MAG_1295,"contig_1220, contig_24140, contig_3221, contig_34007, contig_40350, contig_41799, contig_4907, contig_55334, contig_58188, contig_59022",28837,4037048,31423,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Dysosmobacter,s_Unspecified Dysosmobacter
MAG_1296,"contig_14623, contig_15421, contig_31283, contig_33821, contig_34292, contig_35340, contig_44385, contig_56990, contig_9723",21937,2659373,21428,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Faecousia sp905215665
MAG_1297,"contig_17577, contig_25420, contig_33503",8304,1630697,1790,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1298,"contig_12565, contig_40251, contig_424, contig_48483, contig_51616, contig_60947",23208,3387033,3910,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Acetatifactor,s_Unspecified Acetatifactor
MAG_1299,"contig_25327, contig_38280, contig_426, contig_6629",23697,3406961,8406,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_Acetatifactor,s_Unspecified Acetatifactor
MAG_13,"contig_14351, contig_19311, contig_19837, contig_24352, contig_27074, contig_28688, contig_37601, contig_37808, contig_4404, contig_44203, contig_4539, contig_46248, contig_46616, contig_48575, contig_48719, contig_489, contig_49551, contig_49982, contig_49992, contig_50450, contig_51179, contig_51274, contig_52691, contig_54416, contig_56384, contig_58691, contig_59412, contig_59451, contig_60157, contig_60776",18582,2079811,4622,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Ventricola,s_Unspecified Ventricola
MAG_130,"contig_10742, contig_26941, contig_27087, contig_29435, contig_30563, contig_30661, contig_31780, contig_37433, contig_40020, contig_45546, contig_49014, contig_50691, contig_53898, contig_53952, contig_60352, contig_60871, contig_9729",6976,889014,3203,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Butyricicoccaceae,g_UBA4644,s_Unspecified UBA4644
MAG_1300,"contig_29135, contig_60840",5322,477083,5487,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1301,"contig_10864, contig_12147, contig_28720, contig_37848, contig_853",19806,3477389,150755,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1302,"contig_13547, contig_34639, contig_36972, contig_4270",16325,3320564,18229,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1303,"contig_22322, contig_31515, contig_33366",2608,568260,465,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1304,"contig_18838, contig_18839, contig_38780, contig_55411",4950,296016,636,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1305,"contig_12798, contig_263, contig_4228, contig_58775",38402,2148159,3271,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1306,"contig_18840, contig_268, contig_45840, contig_48238",9036,539841,439,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1307,"contig_3852, contig_39675, contig_39678, contig_9434, contig_9761",25201,4292161,8890,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1308,"contig_39664, contig_5377, contig_6035",25039,1535474,2030,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_Borkfalkiaceae,g_UBA4636,s_Unspecified UBA4636
MAG_1309,"contig_39670, contig_43778",2848,392975,1664,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,s_Unspecified Phocaeicola
MAG_131,"contig_19664, contig_19731, contig_23162, contig_23284, contig_30960, contig_35886, contig_36006, contig_41889, contig_43808, contig_47712, contig_52146, contig_55335, contig_57183, contig_61098, contig_6530, contig_7188, contig_8576",8807,1312608,2062,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Lawsonibacter,s_Unspecified Lawsonibacter
MAG_1310,"contig_43779, contig_43780",2621,374542,1597,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,s_Unspecified Phocaeicola
MAG_1311,"contig_14081, contig_14929, contig_1559, contig_20155, contig_20785",19247,2812185,4434,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,s_Phocaeicola sp015060705
MAG_1312,"contig_1574, contig_48677",21848,1316699,2594,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_1313,"contig_1558, contig_45676",2215,367858,703,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1314,"contig_20030, contig_22435, contig_22438, contig_2444, contig_26648",17610,1558732,604,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteB,c_Dehalobacteriia,o_UBA7702,f_UBA7702,g_UBA7702,s_Unspecified UBA7702
MAG_1315,"contig_10512, contig_12488, contig_17017, contig_57233, contig_8280",53165,4647790,4907,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteB,c_Dehalobacteriia,o_UBA7702,f_UBA7702,g_UBA7702,s_Unspecified UBA7702
MAG_1316,"contig_13104, contig_19184",6802,596568,382,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_1317,"contig_13806, contig_13808, contig_13825, contig_20786, contig_36826, contig_39985, contig_40774, contig_41586, contig_56392",33893,3828993,30663,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_1318,"contig_17327, contig_40364",2470,256881,98,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Rikenellaceae,g_Alistipes,s_Alistipes shahii
MAG_1319,"contig_4834, contig_4836",3299,381271,334,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_132,"contig_10056, contig_20387, contig_23396, contig_23397, contig_27964, contig_40113, contig_45917, contig_47492, contig_50828, contig_54781, contig_54996, contig_55598, contig_55953, contig_57225, contig_57278, contig_58066, contig_59258",21997,2546959,3127,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_1320,"contig_11575, contig_13585, contig_14307, contig_1516, contig_20455, contig_30756, contig_3710, contig_57466",56309,5382322,40762,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_1321,"contig_12543, contig_20451, contig_26899, contig_3708, contig_57243",15335,1493443,2565,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_1322,"contig_55424, contig_8114, contig_8118, contig_8119, contig_8121, contig_8124, contig_8127",37527,4745338,38812,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_1323,"contig_12591, contig_3209, contig_7804, contig_8126, contig_8138, contig_8140",21267,2726428,10467,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_1324,"contig_2622, contig_27085, contig_41441, contig_47228, contig_50338",7396,1687422,2962,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1325,"contig_26408, contig_36181, contig_51843, contig_6268",22062,2289239,1429,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_RGIG6154,f_RGIG6154,g_RGIG2094,s_Unspecified RGIG2094
MAG_1326,"contig_19614, contig_2810, contig_53204, contig_5641",15948,1128021,2003,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_UBA1242,g_Caccovivens,s_Unspecified Caccovivens
MAG_1327,"contig_10235, contig_11848, contig_16678, contig_23185, contig_25271, contig_25272, contig_55535, contig_8906",22332,2926499,23979,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_UBA932,g_Cryptobacteroides,s_Unspecified Cryptobacteroides
MAG_1328,"contig_25270, contig_25273, contig_25277, contig_25279, contig_7622, contig_8907",20087,2696117,22289,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_UBA932,g_Cryptobacteroides,s_Unspecified Cryptobacteroides
MAG_1329,"contig_21775, contig_22812, contig_31606, contig_37337, contig_41689, contig_44143, contig_51604, contig_55496, contig_55941, contig_60308",43944,5276024,20409,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_133,"contig_11684, contig_16868, contig_24643, contig_36090, contig_39545, contig_40371, contig_43187, contig_43674, contig_44030, contig_44787, contig_46297, contig_47843, contig_50438, contig_51918, contig_52572, contig_53185, contig_836",6842,1031989,1412,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_Limiplasma,s_Unspecified Limiplasma
MAG_1330,"contig_17189, contig_17190, contig_18207, contig_5667, contig_7578",18168,3113862,23734,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1331,"contig_17176, contig_18356, contig_56263, contig_59721, contig_59901",1233,201838,1674,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1332,"contig_17181, contig_17185, contig_3201, contig_5669",9401,1511487,3475,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1333,"contig_12511, contig_38040, contig_55646, contig_682, contig_9479",13558,2198383,3227,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_F23-B02,s_F23-B02 sp900760205
MAG_1334,"contig_13685, contig_31683, contig_4800, contig_9480",12448,2040830,5915,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_F23-B02,s_F23-B02 sp900760205
MAG_1335,"contig_18551, contig_9473, contig_9474",1405,229846,284,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1336,"contig_1781, contig_1794, contig_23426, contig_3032, contig_30818, contig_58453, contig_6541",15597,2133238,37895,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_1337,"contig_1775, contig_3613, contig_47177",13004,2233997,38614,0,chromosome,d_Unspecified ,k_Unspecified ,p_Unspecified ,c_Unspecified ,o_Unspecified ,f_Unspecified ,g_Unspecified ,s_Unspecified 
MAG_1338,"contig_21246, contig_3030",19593,3357836,4544,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,s_Phocaeicola sp017466635
MAG_1339,"contig_29989, contig_59599",1826,295766,373,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_134,"contig_11039, contig_12246, contig_1342, contig_14318, contig_15591, contig_18291, contig_26620, contig_28458, contig_35323, contig_37370, contig_52635, contig_53675, contig_57304, contig_58286, contig_59311, contig_60238, contig_9779",8878,1112438,1403,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-74,g_RGIG2066,s_Unspecified RGIG2066
MAG_1340,"contig_16825, contig_2431, contig_2432, contig_2435, contig_26704, contig_40628, contig_54278, contig_849",33587,5611881,14939,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,s_Phocaeicola sp002493165
MAG_1341,"contig_40627, contig_4305, contig_45476, contig_58362, contig_9440",9118,1496057,3010,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,s_Phocaeicola sp002493165
MAG_1342,"contig_43970, contig_60897",1205,180699,329,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1343,"contig_12171, contig_12172, contig_1379, contig_18632, contig_3856, contig_48735, contig_61136",26488,4777106,24704,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,s_Phocaeicola sp017416735
MAG_1344,"contig_12864, contig_24999, contig_4593, contig_53742, contig_56969",40409,4457898,5282,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1345,"contig_12687, contig_40902, contig_7858",5437,967290,374,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Bacteroidaceae,g_Phocaeicola,s_Phocaeicola sp017416735
MAG_1346,"contig_1907, contig_5547, contig_5549, contig_5556, contig_5557",26132,3613776,36556,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_SFWF01,s_SFWF01 sp900769775
MAG_1347,"contig_1904, contig_54426, contig_5565, contig_5576",6029,822650,6151,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_SFWF01,s_Unspecified SFWF01
MAG_1348,"contig_5561, contig_5597, contig_59711",1752,246573,449,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Acutalibacteraceae,g_SFWF01,s_SFWF01 sp900769775
MAG_1349,"contig_16430, contig_5569, contig_5570",7884,1589951,4263,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_135,"contig_12950, contig_15209, contig_20674, contig_23539, contig_26929, contig_29026, contig_3491, contig_36475, contig_36768, contig_39873, contig_56246, contig_56634, contig_57506, contig_58248, contig_58629, contig_7602, contig_843",23504,1916136,6423,0,chromosome,d_Bacteria,k_Bacteria,p_Bacteroidota,c_Bacteroidia,o_Bacteroidales,f_Marinifilaceae,g_Butyricimonas,s_Butyricimonas virosa
MAG_1350,"contig_16355, contig_16491, contig_17293, contig_17296, contig_29218, contig_51334, contig_56790, contig_8563",22640,2375806,3238,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-138,g_Unspecified CAG-138,s_Unspecified CAG-138
MAG_1351,"contig_14556, contig_29801, contig_37854, contig_39296, contig_51126, contig_56788, contig_58976",20127,2112390,2793,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Christensenellales,f_CAG-138,g_Unspecified CAG-138,s_Unspecified CAG-138
MAG_1352,"contig_27928, contig_52122, contig_52247, contig_53118, contig_53473, contig_59346",17740,1864724,5280,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_UMGS1783,g_Unspecified UMGS1783,s_Unspecified UMGS1783
MAG_1353,"contig_13215, contig_18942, contig_26940, contig_48382, contig_51253",5964,766071,491,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_CAG-83,s_Unspecified CAG-83
MAG_1354,"contig_19336, contig_49863, contig_5257, contig_56429",11166,991682,1252,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_UMGS1783,g_Unspecified UMGS1783,s_Unspecified UMGS1783
MAG_1355,"contig_19164, contig_39635, contig_46724",4976,437089,514,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1356,"contig_12803, contig_17132, contig_30828, contig_47845, contig_4939, contig_55273, contig_56847, contig_7149",29806,3139675,17872,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_UBA3766,s_UBA3766 sp017622505
MAG_1357,"contig_14530, contig_38584, contig_38585, contig_45997, contig_7155, contig_8924",25868,2756852,7916,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Lachnospirales,f_Lachnospiraceae,g_UBA3766,s_UBA3766 sp017622505
MAG_1358,"contig_2470, contig_7167",1440,155972,262,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_1359,"contig_56123, contig_57438",1237,157987,266,0,unmapped,d_unmapped,k_unmapped,p_unmapped,c_unmapped,o_unmapped,f_unmapped,g_unmapped,s_unmapped
MAG_136,"contig_11786, contig_11789, contig_18417, contig_18638, contig_20141, contig_21654, contig_22604, contig_25697, contig_31866, contig_35999, contig_48870, contig_56510, contig_59531, contig_59650, contig_59866, contig_7127, contig_7293",20588,2260543,3485,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Pelethomonas,s_Unspecified Pelethomonas
MAG_1360,"contig_1101, contig_14078, contig_16075, contig_18885, contig_20077, contig_21403, contig_27807, contig_28169, contig_29666, contig_3107, contig_7721",27284,3229169,20079,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
MAG_1361,"contig_11890, contig_18619, contig_27814, contig_57193, contig_6654",6262,738034,3598,0,chromosome,d_Bacteria,k_Bacteria,p_FirmicuteA,c_Clostridia,o_Oscillospirales,f_Oscillospiraceae,g_Faecousia,s_Unspecified Faecousia
