Bin index,Kingdom,Phylum,Class,Order,Family,Genus,Species,Customized annotation
MAG_1346,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,SFWF01,SFWF01 sp900769775,
MAG_1347,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,SFWF01,,
MAG_1348,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,SFWF01,SFWF01 sp900769775,
MAG_1349,,,,,,,,
MAG_135,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Butyricimonas virosa,
MAG_1350,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-138,,,
MAG_1351,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-138,,,
MAG_1352,Bacteria,FirmicuteA,Clostridia,Oscillospirales,UMGS1783,,,
MAG_1353,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1354,Bacteria,FirmicuteA,Clostridia,Oscillospirales,UMGS1783,,,
MAG_1355,,,,,,,,
MAG_1356,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,UBA3766,UBA3766 sp017622505,
MAG_1357,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,UBA3766,UBA3766 sp017622505,
MAG_1358,,,,,,,,
MAG_1359,,,,,,,,
MAG_136,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Pelethomonas,,
MAG_1360,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1361,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1362,,,,,,,,
MAG_1363,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Egerieousia,Egerieousia sp017625535,
MAG_1364,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Egerieousia,Egerieousia sp017625535,
MAG_1365,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Egerieousia,Egerieousia sp017625535,
MAG_1366,,,,,,,,
MAG_1367,Bacteria,FirmicuteA,Clostridia,Christensenellales,MARSEILLE-P3954,RGIG9107,,
MAG_1368,Bacteria,FirmicuteA,Clostridia,Christensenellales,MARSEILLE-P3954,RGIG9107,,
MAG_1369,Bacteria,FirmicuteA,Clostridia,Christensenellales,MARSEILLE-P3954,RGIG9107,,
MAG_137,Bacteria,FirmicuteA,Clostridia,Christensenellales,Christensenellaceae,,,
MAG_1370,,,,,,,,
MAG_1371,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp017937215,
MAG_1372,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp017937215,
MAG_1373,,,,,,,,
MAG_1374,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp017937215,
MAG_1375,,,,,,,,
MAG_1376,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1377,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1378,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1379,,,,,,,,
MAG_138,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1380,,,,,,,,
MAG_1381,,,,,,,,
MAG_1382,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_1383,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_1384,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_1385,,,,,,,,
MAG_1386,,,,,,,,
MAG_1387,,,,,,,,
MAG_1388,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,An92,,
MAG_1389,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,An92,,
MAG_139,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,UBA11524,,
MAG_1390,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,An92,,
MAG_1391,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,An92,,
MAG_1392,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,UBA11452,UBA11452 sp003526375,
MAG_1393,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_1394,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1395,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-138,,,
MAG_1396,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-138,,,
MAG_1397,,,,,,,,
MAG_1398,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA1242,,,
MAG_1399,,,,,,,,
MAG_14,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Butyricimonas virosa,
MAG_140,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1400,,,,,,,,
MAG_1401,Bacteria,FirmicuteA,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,,
MAG_1402,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Choladousia,,
MAG_1403,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,HGM12587,,
MAG_1404,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,HGM12587,,
MAG_1405,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus,Negativibacillus massiliensis,
MAG_1406,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus,,
MAG_1407,,,,,,,,
MAG_1408,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900319305,
MAG_1409,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Ventricola,,
MAG_141,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Schaedlerella,Schaedlerella sp905203555,
MAG_1410,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia_A,,
MAG_1411,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-138,MWCU01,,
MAG_1412,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-138,,,
MAG_1413,,,,,,,,
MAG_1414,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1415,,,,,,,,
MAG_1416,,,,,,,,
MAG_1417,,,,,,,,
MAG_1418,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,RGIG1896,RGIG1896 sp017473335,
MAG_1419,,,,,,,,
MAG_142,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_G,,
MAG_1420,,,,,,,,
MAG_1421,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,SIG307,SIG307 sp017463035,
MAG_1422,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,SIG307,,
MAG_1423,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,SZUA-448,,
MAG_1424,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,CAG-239,Scatacola_A,Scatacola_A faecigallinarum,
MAG_1425,Bacteria,FirmicuteA,Clostridia,Christensenellales,Christensenellaceae,,,
MAG_1426,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Faecousia sp015067545,
MAG_1427,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1428,,,,,,,,
MAG_1429,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,HGM12789,,
MAG_143,Bacteria,Firmicutes,Bacilli,DSM-16016,Caldibacillaceae,RUG14133,RUG14133 sp902796085,
MAG_1430,,,,,,,,
MAG_1431,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,UMGS1696,,
MAG_1432,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,UMGS1696,,
MAG_1433,,,,,,,,
MAG_1434,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,UMGS1696,,
MAG_1435,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Ventricola,,
MAG_1436,,,,,,,,
MAG_1437,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-177,CAG-177 sp017938985,
MAG_1438,,,,,,,,
MAG_1439,,,,,,,,
MAG_144,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA11471,UBA11471,UBA11471 sp900547555,
MAG_1440,,,,,,,,
MAG_1441,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,,
MAG_1442,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1443,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1444,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1445,,,,,,,,
MAG_1446,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,,
MAG_1447,,,,,,,,
MAG_1448,,,,,,,,
MAG_1449,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1417,UBA1417 sp004555625,
MAG_145,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,UBA1405,,
MAG_1450,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-488,CAG-488 sp017936645,
MAG_1451,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-488,CAG-488 sp017936645,
MAG_1452,,,,,,,,
MAG_1453,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,SIG77,,
MAG_1454,,,,,,,,
MAG_1455,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,SIG77,,
MAG_1456,,,,,,,,
MAG_1457,Bacteria,FirmicuteA,Clostridia,Christensenellales,Borkfalkiaceae,UBA1259,,
MAG_1458,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_1459,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_146,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-138,SFEL01,,
MAG_1460,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1461,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1462,,,,,,,,
MAG_1463,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1464,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,RUG563,,
MAG_1465,,,,,,,,
MAG_1466,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,SIG565,,
MAG_1467,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,RUG563,,
MAG_1468,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1469,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_147,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1470,,,,,,,,
MAG_1471,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,RGIG3102,,
MAG_1472,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,RGIG3102,,
MAG_1473,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-488,CAG-488 sp017415025,
MAG_1474,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-488,CAG-488 sp017415025,
MAG_1475,,,,,,,,
MAG_1476,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp004555205,
MAG_1477,,,,,,,,
MAG_1478,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737,,
MAG_1479,,,,,,,,
MAG_148,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RGIG4076,,
MAG_1480,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737,,
MAG_1481,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737,UBA737 sp015066445,
MAG_1482,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737,,
MAG_1483,,,,,,,,
MAG_1484,,,,,,,,
MAG_1485,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,Ruminococcus sp015066935,
MAG_1486,,,,,,,,
MAG_1487,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,Ruminococcus sp015066935,
MAG_1488,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,Ruminococcus sp015066935,
MAG_1489,,,,,,,,
MAG_149,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Faecousia sp015068135,
MAG_1490,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_1491,,,,,,,,
MAG_1492,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-382,SIG622,,
MAG_1493,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-917,RGIG4097,RGIG4097 sp017461985,
MAG_1494,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-382,SIG622,,
MAG_1495,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,CAG-317,CAG-317 sp000433535,
MAG_1496,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-382,RUG14179,RUG14179 sp017408325,
MAG_1497,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-382,RUG14179,RUG14179 sp017408325,
MAG_1498,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-382,RUG14179,,
MAG_1499,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,SIG672,,
MAG_15,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,,,
MAG_150,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1500,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA1242,RGIG1681,,
MAG_1501,,,,,,,,
MAG_1502,Bacteria,FirmicuteA,Clostridia,Christensenellales,UBA1242,RGIG1681,,
MAG_1503,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Ventricola,,
MAG_1504,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,RGIG6375,,
MAG_1505,,,,,,,,
MAG_1506,,,,,,,,
MAG_1507,Bacteria,FirmicuteB,Dehalobacteriia,UBA4068,UBA4068,RGIG3155,,
MAG_1508,,,,,,,,
MAG_1509,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Pseudoflavonifractor,,
MAG_151,Bacteria,FirmicuteA,Clostridia,HGM11514,HGM11514,HGM11514,HGM11514 sp900757255,
MAG_1510,,,,,,,,
MAG_1511,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,Flemingibacterium,,
MAG_1512,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,Flemingibacterium,,
MAG_1513,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,Flemingibacterium,,
MAG_1514,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,Fimenecus,,
MAG_1515,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Treponemataceae,Treponema_F,Treponema_F sp017622135,
MAG_1516,,,,,,,,
MAG_1517,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Pseudolachnospira,,
MAG_1518,,,,,,,,
MAG_1519,,,,,,,,
MAG_152,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1520,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1081,,
MAG_1521,,,,,,,,
MAG_1522,,,,,,,,
MAG_1523,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_1524,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium_B,,
MAG_1525,,,,,,,,
MAG_1526,,,,,,,,
MAG_1527,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RUG806,,
MAG_1528,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RUG806,,
MAG_1529,,,,,,,,
MAG_153,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Pseudoflavonifractor,Pseudoflavonifractor capillosus,
MAG_1530,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,UMGS1696,,
MAG_1531,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,UMGS1696,,
MAG_1532,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,UMGS1696,,
MAG_1533,,,,,,,,
MAG_1534,Bacteria,Firmicutes,Bacilli,RF39,UBA660,CAG-433,,
MAG_1536,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_1537,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737,,
MAG_1538,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,UBA11524,,
MAG_1539,,,,,,,,
MAG_154,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Lactonifactor,,
MAG_1540,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-917,RGIG4097,,
MAG_1541,Bacteria,FirmicuteA,Clostridia,Oscillospirales,UMGS1783,,,
MAG_1542,,,,,,,,
MAG_1543,,,,,,,,
MAG_1544,Bacteria,FirmicuteA,Clostridia,Peptostreptococcales,Anaerovoracaceae,Copromorpha,,
MAG_1545,,,,,,,,
MAG_1546,,,,,,,,
MAG_1547,,,,,,,,
MAG_1548,,,,,,,,
MAG_1549,,,,,,,,
MAG_155,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1550,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Mailhella,,
MAG_1551,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,G3-4614,Caccoplasma,,
MAG_1552,,,,,,,,
MAG_1553,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,UBA1762,UBA1762 sp017472965,
MAG_1554,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,
MAG_1555,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,
MAG_1556,,,,,,,,
MAG_1557,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,
MAG_1558,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-488,CAG-488 sp017942105,
MAG_1559,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-488,CAG-488 sp017942105,
MAG_156,,,,,,,,
MAG_1560,,,,,,,,
MAG_1561,,,,,,,,
MAG_1562,Bacteria,FirmicuteA,Clostridia,UMGS1883,UMGS1540,,,
MAG_1563,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1564,,,,,,,,
MAG_1565,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1566,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,Scatovivens,,
MAG_1567,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,Scatovivens,,
MAG_1568,,,,,,,,
MAG_1569,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UBA3631,,
MAG_157,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_1570,Bacteria,Firmicutes,Bacilli,RF39,UBA660,UBA3631,,
MAG_1571,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,Scatovivens,,
MAG_1572,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,Scatovivens,,
MAG_1573,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,Scatovivens,,
MAG_1574,,,,,,,,
MAG_1575,Bacteria,FirmicuteA,Clostridia,TANB77,CAG-508,Scatovivens,,
MAG_1576,,,,,,,,
MAG_1577,,,,,,,,
MAG_1578,,,,,,,,
MAG_1579,,,,,,,,
MAG_158,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Butyricicoccaceae,JAAZBA01,,
MAG_1580,,,,,,,,
MAG_1581,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,RUG563,RUG563 sp015056015,
MAG_1582,,,,,,,,
MAG_1583,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,,
MAG_1584,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_1585,,,,,,,,
MAG_1586,,,,,,,,
MAG_1588,,,,,,,,
MAG_1589,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_159,,,,,,,,
MAG_1590,,,,,,,,
MAG_1591,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_1592,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_1593,,,,,,,,
MAG_1594,,,,,,,,
MAG_1595,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,,
MAG_1596,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,,,
MAG_1597,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,,,
MAG_1598,,,,,,,,
MAG_1599,,,,,,,,
MAG_16,,,,,,,,
MAG_160,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Butyricicoccaceae,,,
MAG_1600,,,,,,,,
MAG_1601,,,,,,,,
MAG_1602,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,UMGS1865,,
MAG_1603,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,UMGS1865,,
MAG_1604,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sp015060705,
MAG_1605,,,,,,,,
MAG_1606,,,,,,,,
MAG_1607,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_1609,,,,,,,,
MAG_161,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Anaerotignaceae,HGM11808,,
MAG_1610,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_1611,,,,,,,,
MAG_1612,,,,,,,,
MAG_1613,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737,UBA737 sp017516445,
MAG_1614,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1615,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_1616,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_1617,Bacteria,FirmicuteA,Clostridia,Christensenellales,Borkfalkiaceae,UBA11475,,
MAG_1618,,,,,,,,
MAG_1619,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,UMGS1668,UMGS1668 sp017847875,
MAG_162,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,CAG-272,,
MAG_1620,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,UMGS1668,UMGS1668 sp018110905,
MAG_1621,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,UMGS1668,,
MAG_1622,,,,,,,,
MAG_1623,,,,,,,,
MAG_1624,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Oxalobacter,Oxalobacter sp018384065,
MAG_1625,,,,,,,,
MAG_1626,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,SFTH01,,
MAG_1627,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,SFTH01,,
MAG_1628,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-74,SFTH01,,
MAG_1629,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,SIG693,,
MAG_163,Bacteria,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Choladocola,,
MAG_1630,Bacteria,FirmicuteA,Clostridia,Christensenellales,CAG-917,RGIG4097,,
MAG_1631,,,,,,,,
MAG_1632,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,SIG693,,
MAG_1633,Bacteria,FirmicuteA,Clostridia,Christensenellales,Christensenellaceae,SIG371,SIG371 sp015056045,
MAG_1634,Bacteria,FirmicuteA,Clostridia,Christensenellales,Christensenellaceae,SIG371,SIG371 sp015056045,
MAG_1635,,,,,,,,
MAG_1636,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Butyricicoccaceae,RGIG1902,,
MAG_1637,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Butyricicoccaceae,RGIG1902,,
MAG_1638,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Butyricicoccaceae,RGIG1902,,
MAG_1639,,,,,,,,
MAG_164,,,,,,,,
MAG_1640,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Butyricicoccaceae,RGIG1902,,
MAG_1641,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,SIG526,,
MAG_1642,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,SIG526,,
MAG_1643,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,SIG526,,
MAG_1644,,,,,,,,
MAG_1646,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,NSJ-51,NSJ-51 sp900549795,
MAG_1647,Bacteria,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,NSJ-51,NSJ-51 sp900549795,
MAG_1648,Bacteria,FirmicuteA,Clostridia,Oscillospirales,CAG-272,RGIG2000,RGIG2000 sp017466455,
MAG_1649,,,,,,,,
MAG_165,,,,,,,,
MAG_1650,,,,,,,,
MAG_1651,,,,,,,,
MAG_1652,,,,,,,,
MAG_1653,,,,,,,,
